순번/순위	구분	상품명	ItemId	ISBN13	부가기호	저자/아티스트	출판사/제작사	출간일	정가	판매가	마일리지	세일즈포인트	대표분류(대분류명)
656	국내도서	SQL 자격검정 실전문제	332583104	9.79E+12	13000	한국데이터진흥원 지음	한국데이터산업진흥원	20231229	18,000	17,100	900점	59099	컴퓨터/모바일
657	국내도서	처음부터 시작하는 주식투자 단타전략	330342383	9.79E+12	3320	홍인기 지음	길벗	20231222	21,000	18,900	1,050점	48995	경제경영
658	국내도서	10일 만에 끝내는 해커스 OPIc 오픽 START (Intermediate 공략)	322825621	9.79E+12	13740	해커스 오픽연구소 지음	(주)해커스	20230824	25,000	22,500	1,250점	18463	외국어
659	국내도서	부자의 그릇 (블랙 에디션)	338837657	9.79E+12	13320	이즈미 마사토 지음, 김윤수 옮김	다산북스	20201214	17,000	15,300	850점	51841	경제경영
660	국내도서	2024 해커스 GSAT 삼성직무적성검사 실전모의고사 10회분	333640947	9.79E+12	13320	해커스 GSAT 취업교육연구소 지음	해커스잡	20240213	21,900	19,710	1,090점	11627	수험서/자격증
661	국내도서	기분의 발견	206722181	9.79E+12	3180	홋시 지음, 정지영 옮김	블랙피쉬	20190909	5,000	4,500	250점	7708	인문학
662	국내도서	담을 넘은 아이	201317060	9.79E+12	74800	김정민 지음, 이영환 그림	비룡소	20190730	14,000	12,600	700점	27935	어린이
663	국내도서	성격심리학	100444975	9.79E+12	93180	권석만 지음	학지사	20170120	25,000	24,750	500점	6336	대학교재/전문서적
664	국내도서	밟고, 차고, 사랑하고 4	347949083	9.79E+12	7830	이치야 스미 지음	대원씨아이(만화)	20240924	5,500	4,950	270점	3505	만화
665	국내도서	마술탐정 토키사키 쿠루미의 사건부	345906444	9.79E+12	4830	타치바나 코우시 지음, 츠나코 그림, 이승원 옮김	디앤씨미디어(주)(D&C미디어)	20240910	8,500	7,650	420점	3620	소설/시/희곡
666	국내도서	탁주 쪼꼬 탈출 게임 2	345816586	9.79E+12	77800	탁주쪼꼬 원작, 한바리 글, 김기수 그림	대원키즈	20240829	14,500	13,050	720점	3500	어린이
667	국내도서	2025 에듀윌 KBS한국어능력시험 한권끝장	342125616	9.79E+12	13710	송주연.김지학.황혜림 지음	에듀윌	20240627	35,000	31,500	1,750점	12347	수험서/자격증
668	국내도서	용선생 교과서 세계사 1	330295828	9.79E+12	73900	사회평론 역사연구소 지음, 뭉선생 그림, 전국초등사회교과모임 감수, 이우일 캐릭터	사회평론	20231218	16,000	14,400	800점	27171	어린이
669	국내도서	마법의 연금 굴리기	325810299	9.79E+12	3320	김성일 지음	에이지21	20231018	18,000	16,200	900점	21144	경제경영
670	국내도서	시대예보: 핵개인의 시대	324625656	9.79E+12	3320	송길영 지음	교보문고(단행본)	20230925	21,000	18,900	1,050점	60967	경제경영
671	국내도서	초역 니체의 말	299821712	9.79E+12	3100	프리드리히 니체 지음, 시라토리 하루히코 엮음, 박재현 옮김	삼호미디어	20220829	15,800	14,220	790점	16930	인문학
672	국내도서	데이터베이스 개론	287562252	9.79E+12	93000	김연희 지음	한빛아카데미(교재)	20220115	29,000	29,000	0점	4658	컴퓨터/모바일
673	국내도서	해커스 토익 스타트 RC Reading (리딩) 입문서	222363085	9.79E+12	13740	David Cho 지음	해커스어학연구소(Hackers)	20230612	14,900	13,410	740점	42372	외국어
674	국내도서	철야의 노래 19	347627554	9.79E+12	7830	코토야마 지음	대원씨아이(만화)	20240920	5,500	4,950	270점	3440	만화
675	국내도서	내 상처가 사랑을 밀어내지 않게 하려면	347132548	9.79E+12	3180	저우무쯔 지음, 박영란 옮김	더페이지	20241010	17,800	16,020	890점	1830	자기계발
676	국내도서	2025 심슨 독해 300제	346895671	9.79E+12	13740	심우철 지음	심슨북스	20240913	26,000	23,400	1,300점	9275	수험서/자격증
677	국내도서	의사 어벤저스 19 : 근육 질환, 더 단단해져라!	344742944	9.79E+12	74510	고희정 지음, 조승연 그림, 류정민 감수	가나출판사	20240830	14,800	13,320	740점	5895	어린이
678	국내도서	아이덴티티	344725632	9.79E+12	3180	제이 반 바벨.도미닉 패커 지음, 허선영 옮김	상상스퀘어	20240814	23,000	20,700	1,150점	3705	인문학
679	국내도서	꾸준히, 오래, 지치지 않고	344553981	9.79E+12	3190	하지현 지음	마티스블루	20240820	17,800	16,020	890점	5000	자기계발
680	국내도서	사카모토 데이즈 15	337990888	9.79E+12		스즈키 유우토 지음	대원씨아이(만화)	20240430	6,000	5,400	300점	18221	만화
681	국내도서	NEW 미꽃체 손글씨 노트	319559579	9.79E+12		최현미 지음	시원북스	20230627	16,700	15,030	830점	29128	건강/취미
682	국내도서	호밀밭의 파수꾼	308822243	9.79E+12	4800	J.D. 샐린저 지음, 정영목 옮김	민음사	20230117	12,000	10,800	600점	75801	소설/시/희곡
683	국내도서	해커스 JLPT(일본어능력시험)기출단어장 N5-N3	289316309	9.79E+12	13730	해커스 JLPT연구소 지음	해커스어학연구소(Hackers)	20240708	13,900	12,510	690점	15767	외국어
684	국내도서	상담심리학의 이론과 실제 (천성문 외)	266660304	9.79E+12	93180	천성문 외 지음	학지사	20210310	23,000	22,770	460점	6564	대학교재/전문서적
685	국내도서	그래도 계속 가라	266021437	9.79E+12	3800	조셉 M.마셜 저자, 유향란 외 역자	행북	20210310	13,800	12,420	690점	3857	에세이
686	국내도서	히카루가 죽은 여름 1 (특장판)	347116993	9.79E+12	4830	누카가 미오 지음, 송재희 옮김, 모쿠모쿠렌 원작	디앤씨미디어(주)(D&C미디어)	20240927	14,000	12,600	700점	2800	소설/시/희곡
687	국내도서	부동산 트렌드 2025	347053648	9.79E+12	3320	김경민 외 지음	와이즈맵	20240930	23,000	20,700	1,150점	7795	경제경영
688	국내도서	우울해서 빵을 샀어	345849601	9.79E+12	3190	안드레아 카스프르작 지음, 이현숙 옮김	이든서재	20240903	17,800	16,020	890점	2810	자기계발
689	국내도서	비폭력 대화	343635371	9.79E+12	3180	마셜 B. 로젠버그 지음, 캐서린 한 옮김	한국NVC출판사	20240805	20,000	18,000	1,000점	8425	인문학
690	국내도서	들풀의 구원	343253249	9.79E+12	3840	빅토리아 베넷 지음, 김명남 옮김	웅진지식하우스	20240722	18,000	16,200	900점	14624	에세이
691	국내도서	흔한남매 이무기 2	342404351	9.79E+12	77810	도니패밀리 그림, 이종혁 글, 흔한컴퍼니 감수, 흔한남매 원작	미래엔아이세움	20240710	15,800	14,220	790점	13263	어린이
692	국내도서	아몬드 (청소년판)	318933302	9.79E+12		손원평 지음	다즐링	20230714	16,800	15,120	840점	21283	청소년
693	국내도서	해커스 일본어 첫걸음 히라가나 가타카나 쓰기노트 + 무료 어플/동영상 제공	311173208	9.79E+12	13730	해커스 일본어연구소 지음	해커스어학연구소(Hackers)	20240610	8,000	7,200	400점	24522	외국어
694	국내도서	전기밥솥 레시피	305874078	9.79E+12	13590	호시노 나나코 지음, 이진숙 옮김	참돌	20221128	4,400	3,960	220점	13464	요리/살림
695	국내도서	우리 아기 오감발달 힐링 클래식 사운드북	282035751	8.81E+12	1	샘 태플린 지음, 엘사 마틴스 그림	어스본코리아	20211027	19,000	15,200	570점	4337	유아
696	국내도서	완전한 행복	272252933	9.79E+12	3810	정유정 지음	은행나무	20210608	17,800	16,020	890점	30842	소설/시/희곡
697	국내도서	지방 대사 켜는 스위치온 다이어트	137095805	9.79E+12	13510	박용우 지음	루미너스	20180325	16,000	14,400	800점	15089	건강/취미
698	국내도서	새벽의 연화 43	344097660	9.79E+12	7650	쿠사나기 미즈호 지음, 이상은 옮김	학산문화사(만화)	20240822	6,000	5,400	300점	8895	만화
699	국내도서	히카루가 죽은 여름 4	342856068	9.79E+12	7830	모쿠모쿠렌 지음, 송재희 옮김	디앤씨미디어(주)(D&C미디어)	20240720	6,000	5,400	300점	12027	만화
700	국내도서	평등의 짧은 역사	342095714	9.79E+12	3330	토마 피케티 지음, 전미연 옮김	그러나	20240807	22,000	19,800	1,100점	5048	사회과학
701	국내도서	착! 붙는 일본어 독학 첫걸음	336055642	9.79E+12	13730	일본어 공부 기술 연구소 지음	시사일본어사	20240325	16,800	15,120	840점	19447	외국어
702	국내도서	악의	198223504	9.79E+12	4830	히가시노 게이고 지음, 양윤옥 옮김	현대문학	20190725	16,800	15,120	840점	17559	소설/시/희곡
703	국내도서	문장강화 (리커버 특별판. 양장)	95235060	9.79E+12	3810	이태준 지음, 임형택 해제	창비	20161014	14,000	12,600	700점	5706	소설/시/희곡
704	국내도서	폭포 열기	347090279	9.79E+12	3810	김연덕 지음	문학과지성사	20240906	12,000	10,800	600점	4390	소설/시/희곡
705	국내도서	필로우맨	346723703	9.79E+12	4840	마틴 맥도나 지음, 서민아 옮김	을유문화사	20240910	16,000	14,400	800점	4520	소설/시/희곡
706	국내도서	who? special 페이커	345732381	9.79E+12	14990	오기수.김정욱 지음, 이지은 그림, 이상혁 감수	다산어린이	20240827	15,000	13,500	750점	8415	어린이
707	국내도서	아이를 무너트리는 말, 아이를 일으켜 세우는 말	345453509	9.79E+12	3370	고도칸 지음, 한귀숙 옮김, 이은경 감수	21세기북스	20240828	19,000	17,100	950점	3570	좋은부모
708	국내도서	사카모토 데이즈 16	341726141	9.79E+12		스즈키 유우토 지음	대원씨아이(만화)	20240627	6,000	5,400	300점	15737	만화
709	국내도서	어느 하루 눈부시지 않은 날이 없었습니다	341085912	9.79E+12	3810	정덕현 지음	페이지2(page2)	20240630	17,500	15,750	870점	12654	에세이
710	국내도서	괴수 8호 11	331881254	9.79E+12		마츠모토 나오야 지음, 유유리 옮김	서울미디어코믹스(서울문화사)	20240131	6,000	5,400	300점	11084	만화
711	국내도서	사카모토 데이즈 12	325300266	9.79E+12		스즈키 유우토 지음	대원씨아이(만화)	20230926	6,000	5,400	300점	12722	만화
712	국내도서	도쿄 호텔 도감	347731863	9.79E+12	3980	엔도 케이 지음, 서하나 옮김	윌북	20240930	19,800	17,820	990점	5715	에세이
713	국내도서	여성향 게임 세계는 모브에게 가혹한 세계입니다 13	346913380	9.79E+12	4830	미시마 요무 지음, 몬다 그림, 주승현 옮김	㈜소미미디어	20240926	15,000	13,500	750점	3525	소설/시/희곡
714	국내도서	적산가옥의 유령	342863840	9.79E+12	4810	조예은 지음	현대문학	20240625	15,000	13,500	750점	11544	소설/시/희곡
715	국내도서	이게 되네? 챗GPT 미친 활용법 51제	342135067	9.79E+12	93000	오힘찬 지음	골든래빗(주)	20240715	24,000	21,600	1,200점	11110	컴퓨터/모바일
716	국내도서	나는 나의 스무 살을 가장 존중한다	333726023	9.79E+12	3190	이하영 지음	토네이도	20240228	18,000	16,200	900점	34775	자기계발
717	국내도서	칵테일, 러브, 좀비 (리커버)	295437240	9.79E+12	3810	조예은 지음	안전가옥	20200413	13,000	11,700	650점	33792	소설/시/희곡
718	국내도서	오늘의 일인분 일식	195151878	9.79E+12	13590	베터홈 협회 지음, 이진숙 옮김	참돌	20190617	4,400	3,960	220점	27358	요리/살림
719	국내도서	나를 위한 용기	347043415	9.79E+12	3180	지나영 지음	특별한서재	20240926	18,800	16,920	940점	8500	자기계발
720	국내도서	노아 선배는 친구 2	346351972	9.79E+12	47830	Enma Akiyama 지음, 심이슬 옮김	서울미디어코믹스(서울문화사)	20240906	6,500	5,850	320점	2335	만화
721	국내도서	모든 단어에는 이야기가 있다	346267272	9.79E+12	3810	이진민 지음	동양북스(동양문고)	20240910	17,500	15,750	870점	5760	인문학
722	국내도서	달꽃 밥상	345927865	9.79E+12	77810	지영우 지음	사계절	20240912	16,800	15,120	840점	2590	유아
723	국내도서	만년필 탐심	345727019	9.79E+12	3640	박종진 지음	틈새책방	20240831	22,000	19,800	1,100점	2875	건강/취미
724	국내도서	아래층에 부커상 수상자가 산다	345379793	9.79E+12	3800	케이트 가비노 지음, 이은선 옮김	윌북	20240912	17,800	16,020	890점	5025	에세이
725	국내도서	2024 하반기 렛유인 GSAT 삼성직무적성검사 독학단기완성 통합기본서	341803780	9.79E+12	13320	정지성 외 지음	렛유인	20240703	25,000	22,500	1,250점	3673	수험서/자격증
726	국내도서	괴수 8호 12	340418654	9.79E+12		마츠모토 나오야 지음, 유유리 옮김	서울미디어코믹스(서울문화사)	20240530	6,000	5,400	300점	8948	만화
727	국내도서	나는 다정한 관찰자가 되기로 했다	339495566	9.79E+12	3810	이은경 지음	서교책방	20240530	17,800	16,020	890점	32642	좋은부모
728	국내도서	아가미 (리커버)	337280683	9.79E+12	3810	구병모 지음	위즈덤하우스	20180330	14,800	13,320	740점	26210	소설/시/희곡
729	국내도서	이반 일리치의 죽음	330253181	9.79E+12	4800	레프 니콜라예비치 톨스토이 지음, 김연경 옮김	민음사	20231208	12,000	10,800	600점	11139	소설/시/희곡
730	국내도서	에이든 국내여행 가이드북 (2024-2025 개정증보2판)	329156594	9.79E+12		타블라라사 편집부 외 지음	타블라라사	20231216	26,500	23,850	1,320점	15381	여행
731	국내도서	사카모토 데이즈 13	329017062	9.79E+12		스즈키 유우토 지음	대원씨아이(만화)	20231129	6,000	5,400	300점	16723	만화
732	국내도서	봄을 그리는 꾀꼬리 신장판	346122401	9.79E+12	7830	나고 나유타 지음	조은세상(북두)	20240912	6,500	5,850	320점	2135	만화
733	국내도서	제임스 앨런 부의 여덟 기둥	345588221	9.79E+12	3320	제임스 앨런 지음, 임경은 옮김	21세기북스	20240828	23,800	21,420	1,190점	2790	자기계발
734	국내도서	사랑 후에 오는 것들 세트 - 전2권	345362308	9.79E+12	4800	공지영.츠지 히토나리 지음, 김훈아 옮김	(주)태일소담출판사	20240815	34,000	30,600	1,700점	17135	소설/시/희곡
735	국내도서	험담, 그 일상의 언어	342182629	9.79E+12	3230	제프 로빈슨 지음, 권명지 옮김	구름이머무는동안	20240630	19,000	17,100	950점	6770	종교/역학
736	국내도서	해커스 토익 실전 1000제 1 RC Reading(리딩) 문제집	306666773	9.79E+12	13740	해커스어학연구소 지음	해커스어학연구소(Hackers)	20231106	11,900	10,710	590점	25122	외국어
737	국내도서	지구 끝의 온실	276926308	9.79E+12	3810	김초엽 지음	자이언트북스	20210818	15,000	13,500	750점	45621	소설/시/희곡
738	국내도서	리:블루 1~2 세트 (한정판)	348187390	9.79E+12	4830	카세 마츠리 지음	대원씨아이(만화)	20240927	13,000	11,700	650점	3800	만화
739	국내도서	디즈니, 픽사 베스트 컬렉션 : 인사이드 아웃 Inside Out 2	345732111	9.79E+12	3740	라이언 박 해설	길벗이지톡	20240930	26,000	23,400	1,300점	12360	외국어
740	국내도서	백년 목 1 : 진단편	341989250	9.79E+12	3510	정선근 지음	언탱글링	20240625	22,000	19,800	1,100점	13083	건강/취미
741	국내도서	2025 장정훈 경찰학 기본서	337255446	9.79E+12	13350	장정훈 지음	느루(미래인재컴퍼니)	20240903	43,000	38,700	430점	4891	수험서/자격증
742	국내도서	사카모토 데이즈 14	336061466	9.79E+12		스즈키 유우토 지음	대원씨아이(만화)	20240329	6,000	5,400	300점	10515	만화
743	국내도서	괴수 8호 4	330067826	9.79E+12	47830	마츠모토 나오야 지음, 유유리 옮김	서울미디어코믹스(서울문화사)	20211029	6,000	5,400	300점	10628	만화
744	국내도서	회사는 엑셀을 가르쳐주지 않아요	301543912	9.79E+12	13000	쏘피(박성희) 지음	메가스터디북스	20220920	18,000	16,200	900점	21423	컴퓨터/모바일
745	국내도서	박태균의 이슈 한국사	61915582	9.79E+12	3910	박태균 지음	창비	20150625	15,000	13,500	750점	12391	역사
746	국내도서	마녀의 여행 19	346911858	9.79E+12	4830	시라이시 죠우기 지음, 아즈루 그림, 이신 옮김	㈜소미미디어	20240926	9,800	8,820	490점	3445	소설/시/희곡
747	국내도서	힘들어? 그래도 해야지 어떡해	345774571	9.79E+12	3810	아찔 ARTZZIL(곽유미, 김우리, 도경아) 지음	21세기북스	20240904	19,800	17,820	990점	3225	에세이
748	국내도서	문명, 현대화 그리고 가치투자와 중국	345730613	9.79E+12	3320	리루 지음, 이철.주봉의 옮김, 홍진채 감수	포레스트북스	20240916	30,000	27,000	1,500점	3355	경제경영
749	국내도서	스릴 너머	345590294	9.79E+12	3680	도준우 지음	글항아리	20240902	18,000	16,200	900점	3560	에세이
750	국내도서	거의 모든 상황별 적절한 영어 표현들	344744077	9.79E+12	14740	June Sweeney 지음	사람in	20240816	22,000	19,800	1,100점	5860	외국어
751	국내도서	쏘쿨의 인서울 인강남 내집마련	344258487	9.79E+12	13320	쏘쿨 지음	진서원	20240815	25,000	22,500	1,250점	5445	경제경영
752	국내도서	괴수 8호 6	342787700	9.79E+12		마츠모토 나오야 지음, 유유리 옮김	서울미디어코믹스(서울문화사)	20220502	6,000	5,400	300점	8358	만화
753	국내도서	간소한 삶에 관한 작은 책	342403264	9.79E+12		진민영 지음	책읽는고양이	20240715	13,000	11,700	650점	12003	에세이
754	국내도서	히든 픽처스	338376918	9.79E+12	3840	제이슨 르쿨락 지음, 유소영 옮김	문학수첩	20240503	14,000	12,600	700점	12283	소설/시/희곡
755	국내도서	햇빛초 대나무 숲의 모든 글이 삭제되었습니다	335871761	9.79E+12	73810	황지영 지음, 백두리 그림	우리학교	20240315	14,500	13,050	720점	11456	어린이
756	국내도서	해커스 토플 리딩 (Hackers TOEFL Reading)	323552608	9.79E+12	13740	데이빗 조 (David Cho) 지음	해커스어학연구소(Hackers)	20230831	26,000	23,400	1,300점	16826	외국어
757	국내도서	ETS 토익 정기시험 기출입문서 LC 리스닝	284152482	9.79E+12	13740	ETS 지음	와이비엠	20211213	15,000	13,500	750점	20548	외국어
758	국내도서	토크쇼로 배우는 영어대화기술	238411827	9.79E+12	3700	윤규철 지음	BOOK귤	20190901	17,000	17,000	0점	4808	외국어
759	국내도서	읽으면서 바로 써먹는 어린이 속담	120049445	9.79E+12	73710	한날 지음	파란정원	20171030	12,000	10,800	600점	28478	어린이
760	국내도서	절대 BL이 되는 세계 VS 절대 BL이 되고 싶지 않은 남자 4	347629405	9.79E+12	7650	콘키치 지음	블랑코믹스(BLANC COMICS)	20240920	8,000	7,200	400점	4445	만화
761	국내도서	호크니와 게이퍼드가 말하는 그림의 역사	343606362	9.79E+12	3600	데이비드 호크니.마틴 게이퍼드 지음, 주은정 옮김	미술문화	20240819	38,000	34,200	1,900점	5164	예술/대중문화
762	국내도서	캐치! 티니핑 캐릭터도감	342389679	8.81E+12	1	도티도그 편집부 지음	도티도그	20240701	12,000	10,800	600점	8171	유아
763	국내도서	나를 위해 살지 않으면 남을 위해 살게 된다	342335592	9.79E+12	3100	에픽테토스 지음, 노윤기 옮김	페이지2(page2)	20240717	13,800	12,420	690점	12152	인문학
764	국내도서	괴수 8호 2	337045326	9.79E+12		마츠모토 나오야 지음, 유유리 옮김	서울미디어코믹스(서울문화사)	20210430	6,000	5,400	300점	8470	만화
765	국내도서	4주 애인 1	348036934	9.79E+12	7810	마로론 지음	영컴(YOUNG COM)	20241015	15,000	13,500	750점	7150	만화
766	국내도서	우리에게 남은 시간 46일 2	345305341	9.79E+12	3800	이설 지음	하이스트	20240819	16,800	15,120	840점	5625	소설/시/희곡
767	국내도서	2025 시나공 컴퓨터활용능력 2급 필기 총정리	342018091	9.79E+12	13000	길벗 R&D 외 지음	길벗	20240701	16,000	14,400	800점	5456	컴퓨터/모바일
768	국내도서	포스 윙	341559655	9.79E+12	3830	레베카 야로스 지음, 이수현 옮김	북폴리오	20240624	26,000	23,400	1,300점	8847	소설/시/희곡
769	국내도서	우리 아기 오감발달 부릉부릉! 손가락 사운드북	319688015	8.81E+12	1	샘 태플린 지음, 애일리 버즈비 그림	어스본코리아	20230629	19,800	15,840	590점	3728	유아
770	국내도서	괴수 8호 1	318700246	9.79E+12		마츠모토 나오야 지음, 유유리 옮김	서울미디어코믹스(서울문화사)	20210129	6,000	5,400	300점	9627	만화
771	국내도서	역행자 확장판	317300995	9.79E+12	3320	자청 지음	웅진지식하우스	20230529	19,500	17,550	970점	92475	자기계발
772	국내도서	괴수 8호 7	299224202	9.79E+12		마츠모토 나오야 지음, 유유리 옮김	서울미디어코믹스(서울문화사)	20220831	6,000	5,400	300점	10726	만화
773	국내도서	하나님의 열심	127247882	9.79E+12	3230	박영선 지음	무근검(남포교회출판부)	20171229	20,000	18,000	1,000점	31722	종교/역학
774	국내도서	침묵의 세계	7498220	9.79E+12	3850	막스 피카르트 지음, 최승자 옮김	까치	20100730	15,000	13,500	750점	12990	인문학
775	국내도서	제임스 앨런 운의 법칙	345588801	9.79E+12	3320	제임스 앨런 지음, 박은영 외 옮김	21세기북스	20240828	33,800	30,420	1,690점	2695	자기계발
776	국내도서	비실비실 선생님 1	345264784	9.79E+12	7830	후쿠치 카미오 지음	대원씨아이(만화)	20240829	6,000	5,400	300점	5110	만화
777	국내도서	토마토 컵라면 (스페셜 에디션)	342763210	9.79E+12	"
03810"	차정은 지음	부크크(bookk)	20240408	9,000	8,100	450점	9900	소설/시/희곡
778	국내도서	문운당 영양사 시험문제집	340752502	9.79E+12	93590	한국식품영양관련학과 교수협의회 엮음	문운당	20240531	43,000	43,000	1,290점	4212	수험서/자격증
779	국내도서	신화의 숲	339487374	9.79E+12	43160	김헌 지음	포레스트북스	20240520	18,000	16,200	900점	28742	청소년
780	국내도서	침묵의 봄	338537229	9.79E+12	4300	레이첼 카슨 지음, 김은령 옮김, 홍욱희 감수	에코리브르	20240430	22,000	19,800	1,100점	12691	사회과학
781	국내도서	2024 해커스경찰 갓대환 형사법 기본서 2권 : 형사소송법 수사와 증거 (경찰공무원)	330809439	9.79E+12	13360	김대환 지음	해커스경찰	20231229	27,000	24,300	1,350점	8714	수험서/자격증
782	국내도서	괴수 8호 9	315603551	9.79E+12		마츠모토 나오야 지음, 유유리 옮김	서울미디어코믹스(서울문화사)	20230426	6,000	5,400	300점	11429	만화
783	국내도서	마케팅 설계자	307077764	9.79E+12	3320	러셀 브런슨 지음, 이경식 옮김	윌북	20221230	24,800	22,320	1,240점	30444	경제경영
784	국내도서	난생처음 파이썬 프로그래밍	274643478	9.79E+12	93000	우재남.최민아 지음	한빛아카데미(교재)	20210628	24,000	24,000	1,200점	4927	컴퓨터/모바일
785	국내도서	종의 기원	74920934	9.79E+12	3810	정유정 지음	은행나무	20160514	16,800	15,120	840점	44408	소설/시/희곡
786	국내도서	사물의 통치	346903267	9.79E+12	93300	토마스 렘케 지음, 김효진 옮김	갈무리	20240906	25,000	22,500	1,250점	4040	인문학
787	국내도서	취향은 어떻게 계급이 되는가	342930272	9.79E+12	3300	나영웅 지음	지음미디어	20240726	17,000	15,300	850점	7502	인문학
788	국내도서	홀썸의 집밥 예찬	339709196	9.79E+12	13590	홀썸모먼트 지음	다산라이프	20240521	25,000	22,500	1,250점	17350	요리/살림
789	국내도서	인생은 순간이다	328756364	9.79E+12	13800	김성근 지음	다산북스	20231201	18,000	16,200	900점	35950	에세이
790	국내도서	IFRS 회계원리 (이효익 외)	309276864	9.79E+12	94320	최관,백원선,최영수 지음	신영사	20230120	42,000	41,580	840점	3085	대학교재/전문서적
791	국내도서	아버지의 해방일지	300485187	9.79E+12	3810	정지아 지음	창비	20220902	15,000	13,500	750점	76022	소설/시/희곡
792	국내도서	일본어 잘하고 싶을 땐 다락원 독학 첫걸음	183868059	9.79E+12	18730	정의상 지음	다락원	20190304	15,000	13,500	750점	21706	외국어
793	국내도서	역사의 쓸모 (개정증보판)	343238042	9.79E+12	3900	최태성 지음	프런트페이지	20240729	18,000	16,200	900점	7747	역사
794	국내도서	역사를 보다	342132802	9.79E+12	3900	박현도 외 지음	믹스커피	20240710	23,000	20,700	1,150점	8688	역사
795	국내도서	아이는 무엇으로 자라는가	332732565	9.79E+12	3590	버지니아 사티어 지음, 강유리 옮김	포레스트북스	20231218	17,500	15,750	870점	53333	좋은부모
796	국내도서	2024 해커스경찰 갓대환 형사법 기본서 1권 : 형법 (경찰공무원)	330809950	9.79E+12	13360	김대환 지음	해커스경찰	20231229	44,000	39,600	2,200점	8430	수험서/자격증
797	국내도서	5번 레인	251511443	9.79E+12	73810	은소홀 지음, 노인경 그림	문학동네	20200914	12,500	11,250	620점	44796	어린이
798	국내도서	천 개의 파랑	248956900	9.79E+12	3810	천선란 지음	허블	20200819	14,000	12,600	700점	37618	소설/시/희곡
799	국내도서	소유냐 존재냐	233653463	9.79E+12	3100	에리히 프롬 지음, 차경아 옮김	까치	20200203	13,500	12,150	670점	19497	인문학
800	국내도서	해커스톡 여행영어 10분의 기적	176569924	9.79E+12	13740	해커스어학연구소 지음	해커스어학연구소(Hackers)	20230313	9,800	8,820	490점	25224	외국어
801	국내도서	일의 80%를 줄이는 방법	347057329	9.79E+12	3320	이다 요시히로 지음, 최현영 옮김	푸른숲	20240919	18,000	16,200	900점	5135	자기계발
802	국내도서	바빌론 부자들의 돈 버는 지혜	343671688	9.79E+12	3320	조지 S. 클레이슨 지음, 이선주 옮김	현대지성	20240809	11,500	10,350	570점	7562	경제경영
803	국내도서	용선생 교과서 세계사 2	330296318	9.79E+12	73900	사회평론 역사연구소 지음, 뭉선생 그림, 전국초등사회교과모임 감수, 이우일 캐릭터	사회평론	20231218	16,000	14,400	800점	23487	어린이
804	국내도서	미움받을 용기 (200만 부 기념 스페셜 에디션)	307825504	9.79E+12	3180	기시미 이치로 외 지음, 전경아 옮김, 김정운 감수	인플루엔셜(주)	20221228	15,900	14,310	790점	25503	인문학
805	국내도서	영어회화 100일의 기적	300422547	9.79E+12	13740	문성현 지음	넥서스	20220905	14,000	12,600	700점	20060	외국어
806	국내도서	회색 인간	127608044	9.79E+12	4810	김동식 지음	요다	20171227	13,000	11,700	650점	47569	소설/시/희곡
807	국내도서	4주 애인 2	348037757	9.79E+12	7810	마로론 지음	영컴(YOUNG COM)	20241015	15,000	13,500	750점	6775	만화
808	국내도서	빙과 15	346455588	9.79E+12	7830	타스쿠오나 지음, 니시야 후토시 그림, 요네자와 호노부 원작	대원씨아이(만화)	20240909	5,500	4,950	270점	1965	만화
809	국내도서	나무를 읽는 법	345734800	9.79E+12	3480	트리스탄 굴리 지음, 이충 옮김, 이경준 감수	바다출판사	20240823	19,800	17,820	990점	7000	과학
810	국내도서	오직 쓰기 위하여	345734793	9.79E+12	3800	천쉐 지음, 조은 옮김	글항아리	20240902	15,000	13,500	750점	3195	인문학
811	국내도서	말하고 싶은 비밀 Vol.2	343736603	9.79E+12	3830	사쿠라 이이요 지음, 김윤경 옮김	모모	20240729	15,500	13,950	770점	7259	소설/시/희곡
812	국내도서	우연한 미래에 우리가 있어서	343360134	9.79E+12	3810	신용목 지음	문학과지성사	20240717	12,000	10,800	600점	12827	소설/시/희곡
813	국내도서	2025 심슨 구문	341966178	9.79E+12	13740	심우철 지음	심슨북스	20240627	18,000	16,200	900점	8162	수험서/자격증
814	국내도서	2025 이동기 영어 하루 프로젝트 : 프로젝트 1. Foundation 어휘강화	341743239	9.79E+12	13740	이동기 지음	에스티유니타스	20240708	20,000	18,000	200점	7958	수험서/자격증
815	국내도서	세계를 움직인 열 가지 프레임	340357889	9.79E+12	3900	수바드라 다스 지음, 장한라 옮김	북하우스	20240607	20,000	18,000	1,000점	13533	역사
816	국내도서	설민석의 한국사 대모험 29	340091403	9.79E+12	74910	설민석.스토리박스 지음, 정현희 그림, 강석화 감수	단꿈아이	20240527	13,000	11,700	650점	15149	어린이
817	국내도서	우리 아기 오감발달 신나는 사계절 사운드북	335785432	8.81E+12	1	샘 태플린 지음, 페데리카 아이오사 그림	어스본코리아	20240309	19,000	15,200	570점	1813	유아
818	국내도서	괴수 8호 8	306954144	9.79E+12		마츠모토 나오야 지음, 유유리 옮김	서울미디어코믹스(서울문화사)	20221229	6,000	5,400	300점	11032	만화
819	국내도서	시티 뷰	347647108	9.79E+12	3810	우신영 지음	다산책방	20240920	17,000	15,300	850점	11200	소설/시/희곡
