순번/순위	구분	상품명	ItemId	ISBN13	부가기호	저자/아티스트	출판사/제작사	출간일	정가	판매가	마일리지	세일즈포인트	대표분류(대분류명)
165	국내도서	흐르는 강물처럼	331619107	9.79E+12	3840	셸리 리드 지음, 김보람 옮김	다산책방	20240108	17,000	15,300	850점	45140	소설/시/희곡
166	국내도서	홍학의 자리	275879438	9.79E+12	3810	정해연 지음	엘릭시르	20210726	14,000	12,600	700점	44656	소설/시/희곡
167	국내도서	영화 보고 오는 길에 글을 썼습니다	346213327	9.79E+12	3810	김중혁 지음	안온북스	20240904	24,000	21,600	1,200점	8705	에세이
168	국내도서	2025 문동균 한국사 기출은 문동균	342886419	9.79E+12	13910	문동균 지음	에스티유니타스	20240719	30,000	27,000	300점	19450	수험서/자격증
169	국내도서	세상의 마지막 기차역 (리커버 에디션)	311966272	9.79E+12		무라세 다케시 지음, 김지연 옮김	모모	20220511	14,000	12,600	700점	55853	소설/시/희곡
170	국내도서	맡겨진 소녀	315552626	9.79E+12	3840	클레어 키건 지음, 허진 옮김	다산책방	20230426	13,000	11,700	650점	82520	소설/시/희곡
171	국내도서	JLPT 일본어능력시험 한권으로 끝내기 N2	279831796	9.79E+12	14730	이치우.기타지마 치즈코 지음	다락원	20210930	27,000	24,300	1,350점	30336	외국어
172	국내도서	데일 카네기 인간관계론 (50만부 돌파 초판 무삭제 완역본)	209457983	9.79E+12	3320	데일 카네기 지음, 임상훈 옮김	현대지성	20191007	11,500	10,350	570점	79449	자기계발
173	국내도서	흔한남매 흔한 게임 1	345390702	9.79E+12	77810	도니패밀리 그림, 권나혜 글, 흔한컴퍼니 감수, 흔한남매 원작	미래엔아이세움	20240829	15,800	14,220	790점	10450	어린이
174	국내도서	극락가 1	329275066	9.79E+12		사노 유토 지음	대원씨아이(만화)	20231129	6,000	5,400	300점	24932	만화
175	국내도서	내가 틀릴 수도 있습니다	292691257	9.79E+12	3100	비욘 나티코 린데블라드 지음, 토마스 산체스 그림, 박미경 옮김	다산초당	20220418	18,000	16,200	900점	36892	인문학
176	국내도서	백앤아 7 : 예측 불가 무인도 탐험	345867824	9.79E+12	77810	돌만 그림, 지유리 글, 백앤아 원작	샌드박스스토리 키즈	20240904	16,800	15,120	840점	5525	어린이
177	국내도서	급류	307692409	9.79E+12	4810	정대건 지음	민음사	20221222	14,000	12,600	700점	50019	소설/시/희곡
178	국내도서	싯다르타	329596	9.79E+12	4850	헤르만 헤세 지음, 박병덕 옮김	민음사	20020120	8,000	7,200	400점	56977	소설/시/희곡
179	국내도서	스토리 설계자	344448509	9.79E+12	3320	짐 에드워즈 지음, 신솔잎 옮김	윌북	20240830	22,800	20,520	1,140점	14055	경제경영
180	국내도서	대치동 아이들은 이렇게 공부합니다	345847123	9.79E+12	3370	글로리아쌤 지음	웅진지식하우스	20240905	19,000	17,100	950점	6500	좋은부모
181	국내도서	배당투자, 나는 50에 은퇴했다	343299102	9.79E+12	13320	쭈압(정영주) 지음	체인지업	20240724	19,800	17,820	990점	16574	경제경영
182	국내도서	긴긴밤	263027170	9.79E+12	73810	루리 지음	문학동네	20210203	11,500	10,350	570점	134614	어린이
183	국내도서	인간 실격	491611	9.79E+12	4830	다자이 오사무 지음, 김춘미 옮김	민음사	20040515	9,000	8,100	450점	83271	소설/시/희곡
184	국내도서	내면소통	311899364	9.79E+12		김주환 지음	인플루엔셜(주)	20230227	33,000	29,700	1,650점	74064	인문학
185	국내도서	2025 이동기 영어 실전 독해 500제 - 전2권	346259085	9.79E+12	14740	이동기 지음	에스티유니타스	20240913	34,000	30,600	340점	13000	수험서/자격증
186	국내도서	사랑과 결함	343669601	9.79E+12	3810	예소연 지음	문학동네	20240726	16,500	14,850	820점	18643	소설/시/희곡
187	국내도서	3분만 바라보면 눈이 젊어진다	342732512	9.79E+12	3510	히라마쓰 루이 지음, 김윤희 옮김	쌤앤파커스	20240724	13,800	12,420	690점	20507	건강/취미
188	국내도서	일류의 조건	336268952	9.79E+12	3190	사이토 다카시 지음, 정현 옮김	필름(Feelm)	20240320	19,800	17,820	990점	61429	자기계발
189	국내도서	진짜 쓰는 실무 엑셀	288198356	9.79E+12	13000	오빠두(전진권) 지음	제이펍	20220215	21,000	18,900	1,050점	78130	컴퓨터/모바일
190	국내도서	유하다요 JLPT N2 한 권 스피드 합격	345591263	9.79E+12	3730	유하다요컨텐츠개발팀 지음	유하다요	20240902	26,800	24,120	1,340점	9480	외국어
191	국내도서	하늘과 땅 식료품점	344555106	9.79E+12	3840	제임스 맥브라이드 지음, 박지민 옮김	미래지향	20240820	18,000	16,200	900점	17315	소설/시/희곡
192	국내도서	사피엔스 : 그래픽 히스토리 Vol.2	283355505	9.79E+12	7900	다니엘 카사나브 그림, 김명주 옮김, 유발 하라리 원작, 다비드 반데르묄렝 각색	김영사	20211122	19,800	17,820	990점	19154	인문학
193	국내도서	극락가 2	334390024	9.79E+12		사노 유토 지음	대원씨아이(만화)	20240229	6,000	5,400	300점	22781	만화
194	국내도서	사피엔스 : 그래픽 히스토리 Vol.3	338040640	9.79E+12	7900	다니엘 카사나브 그림, 김명주 옮김, 유발 하라리 원작, 다비드 반데르묄렝 각색	김영사	20240419	19,800	17,820	990점	16828	인문학
195	국내도서	거래량 투자 기법	345293025	9.79E+12	3320	애나 쿨링 지음, 송미리 옮김	이레미디어	20240927	23,000	20,700	1,150점	7765	경제경영
196	국내도서	나 홀로 도쿄 자취방 도감	344742746	9.79E+12	7830	mame 지음, 권미량 옮김	인간희극	20240902	16,800	15,120	840점	8700	예술/대중문화
197	국내도서	당근밭 걷기	341083649	9.79E+12	3810	안희연 지음	문학동네	20240615	12,000	10,800	600점	22202	소설/시/희곡
198	국내도서	2025 경찰실무종합 오함마 응용문제집 총론, 각론 세트 - 전2권	346130998	9.79E+12	14350	오현웅 지음	경찰공제회	20240910	40,000	40,000	0점	6475	수험서/자격증
199	국내도서	나를 소모하지 않는 현명한 태도에 관하여	335627754	9.79E+12	3190	마티아스 뇔케 지음, 이미옥 옮김	퍼스트펭귄	20240310	17,800	16,020	890점	81440	자기계발
200	국내도서	야닝야닝의 힙뜨개	346676116	9.79E+12	13590	야닝야닝 지음	빅피시	20240920	19,800	17,820	990점	6570	건강/취미
201	국내도서	일본어 문법 무작정 따라하기	309638760	9.79E+12	3730	후지이 아사리 지음	길벗이지톡	20230214	26,000	23,400	1,300점	34983	외국어
202	국내도서	2024 김건호 헌법 최근 3개년 기출·예상 헌법판례 하반기	345585371	9.79E+12	13360	김건호 지음	메가스터디교육(공무원)	20240903	16,000	14,400	160점	5635	수험서/자격증
203	국내도서	2024.2025 큰별쌤 최태성의 별별한국사 시대별 기출문제집 한국사능력검정시험 심화(1.2.3급)	330758561	9.79E+12	13910	최태성 지음	이투스북	20231226	19,500	17,550	970점	29684	수험서/자격증
204	국내도서	우리 아기 오감발달 동물 오케스트라의 베토벤 사운드북	301417417	8.81E+12	1	샘 태플린 지음, 애그 자트코우스카 그림, 송지혜 옮김	어스본코리아	20220915	19,000	15,200	570점	5131	유아
205	국내도서	키득키득 사운드북 : 내 방귀는 안 그래!	198016063	8.81E+12	1	샘 태플린 지음, 마크 챔버스 그림	어스본코리아	20190709	15,800	12,640	470점	10261	유아
206	국내도서	불확실한 걸 못 견디는 사람들	345776892	9.79E+12	3180	아리 크루글란스키 지음, 정미나 옮김	알에이치코리아(RHK)	20240828	20,000	18,000	1,000점	11015	인문학
207	국내도서	2025 문동균 한국사 한 권으로 모든 것을 정리하는 판서노트 (한정판)	340183661	9.79E+12	13910	문동균 지음	에스티유니타스	20240603	16,000	14,400	160점	21092	수험서/자격증
208	국내도서	모두의 금리	346699323	9.79E+12	3320	조원경 지음	에프엔미디어	20240925	22,000	19,800	1,100점	14045	경제경영
209	국내도서	유희왕 애장판 11	347738846	9.79E+12	7830	다카하시 카즈키 지음	대원씨아이(만화)	20240930	12,000	10,800	600점	6425	만화
210	국내도서	지적 대화를 위한 넓고 얕은 지식 1	228727924	9.79E+12	3100	채사장 지음	웨일북	20200201	19,000	17,100	950점	71761	인문학
211	국내도서	2025 맘마미아 가계부	346669631	8.81E+12	1	맘마미아 지음	진서원	20240920	12,000	10,800	600점	16695	요리/살림
212	국내도서	해커스 토익 LC Listening(리스닝) 기본서	306405534	9.79E+12	13740	David Cho 지음	해커스어학연구소(Hackers)	20230724	18,800	16,920	940점	51190	외국어
213	국내도서	멜로우 TV 1 : 멜랑뚱땅 타워 탈출기	345757384	9.79E+12	77810	멜로우 TV 원작, 한바리 글, 차차 그림	학산문화사(단행본)	20240825	16,800	15,120	840점	7435	어린이
214	국내도서	나는 소망한다 내게 금지된 것을	189365205	9.79E+12	3810	양귀자 지음	쓰다	20190420	15,000	13,500	750점	38506	소설/시/희곡
215	국내도서	설민석의 세계사 대모험 22	346350603	9.79E+12	77900	설민석.김정욱 지음, 박성일 그림, 송영심 감수	단꿈아이	20240909	14,000	12,600	700점	6685	어린이
216	국내도서	반짝반짝 소리 나는 긴급 출동! 사운드북	320504016	8.81E+12	1	샘 태플린 지음, 캐스린 셀버트 그림	어스본코리아	20230712	19,000	15,200	570점	5917	유아
217	국내도서	2025 심슨 문법 300제	345963971	9.79E+12	13740	심우철 지음	심슨북스	20240903	15,000	13,500	750점	10910	수험서/자격증
218	국내도서	명탐정 코난 105	344711414	9.79E+12	7830	아오야마 고쇼 지음	서울미디어코믹스(서울문화사)	20240816	6,000	5,400	300점	16135	만화
219	국내도서	쇼펜하우어 인생수업	334640309	9.79E+12		아르투어 쇼펜하우어 지음, 김지민 엮음	하이스트	20240220	17,500	15,750	870점	42000	인문학
220	국내도서	A4 한 장을 쓰는 힘	344543916	9.79E+12	3800	안광복 지음	어크로스	20240812	17,000	15,300	850점	7910	인문학
221	국내도서	체인소 맨 17	344098053	9.79E+12	7650	후지모토 타츠키 저자	학산문화사(만화)	20240822	6,000	5,400	300점	17415	만화
222	국내도서	주아쌤의 툭 치면 탁 나오는 영어회화 (특별 부록 한정판)	347973971	9.79E+12	3740	주아쌤(이정은) 지음	몽스북	20241011	18,800	16,920	940점	56865	외국어
223	국내도서	2025 이기적 컴퓨터활용능력 2급 필기 기본서	344298922	9.79E+12	13000	홍태성.영진정보연구소 지음	영진.com(영진닷컴)	20240816	21,000	18,900	1,050점	13105	컴퓨터/모바일
224	국내도서	28시간에 끝내는 토익스피킹 스타트	295304241	9.79E+12		황인기.시원스쿨 어학연구소 지음	시원스쿨LAB	20220602	17,900	16,110	890점	35451	외국어
225	국내도서	JLPT 일본어능력시험 한권으로 끝내기 N4	278100738	9.79E+12	14730	이치우.이한나 지음	다락원	20210901	27,000	24,300	1,350점	22167	외국어
226	국내도서	히스토리에 Historie 12	345482790	9.79E+12	7830	이와키 히토시 지음, 오경화 옮김	서울미디어코믹스(서울문화사)	20240822	6,000	5,400	300점	10750	만화
227	국내도서	2025 전한길 한국사 3.0 기출문제집 - 전2권	345346435	9.79E+12	14910	전한길 지음	메가스터디교육(공무원)	20240830	30,000	27,000	300점	14155	수험서/자격증
228	국내도서	한국인의 탄생	328201455	9.79E+12	3910	홍대선 지음	메디치미디어	20231115	18,000	16,200	900점	10274	인문학
229	국내도서	철도원 삼대	240581875	9.79E+12	3810	황석영 지음	창비	20200601	20,000	18,000	1,000점	27881	소설/시/희곡
230	국내도서	흔한남매 이상한 나라의 고전 읽기 6	347730697	9.79E+12	74810	정주연 그림, 최재훈 글, 흔한남매 외 감수	미래엔아이세움	20240926	15,000	13,500	750점	10995	어린이
231	국내도서	머니 트렌드 2025	345965820	9.79E+12	3320	정태익 외 지음	북모먼트	20241002	25,000	22,500	1,250점	30505	경제경영
232	국내도서	데뷔 못 하면 죽는 병 걸림 3부 초판 양장본 세트 - 전4권	345533825	9.79E+12	4810	백덕수 지음	위시북스(KW북스)	20241208	60,000	54,000	3,000점	7055	소설/시/희곡
233	국내도서	해커스 일본어 JLPT N3 (일본어능력시험) 한 권으로 합격	236930355	9.79E+12	13730	해커스 JLPT 연구소 지음	해커스어학연구소(Hackers)	20240311	26,900	24,210	1,340점	29440	외국어
234	국내도서	나 혼자만 레벨업 12	344093169	9.79E+12	7810	장성락(REDICE STUDIO) 지음, 추공 원작, 현군 각색	디앤씨웹툰비즈	20240829	16,000	14,400	800점	18138	만화
235	국내도서	해커스 일본어 첫걸음 : 기초 20일 독학 완성!	274708878	9.79E+12	13730	해커스JLPT연구소 지음	해커스어학연구소(Hackers)	20240507	13,900	12,510	690점	47357	외국어
236	국내도서	우리는 모두 죽는다는 것을 기억하라 (알라딘 단독 리커버)	345450156	9.79E+12	3190	웨인 W. 다이어 지음, 정지현 옮김	토네이도	20191118	17,000	15,300	850점	39160	자기계발
237	국내도서	사카모토 데이즈 17	347740105	9.79E+12	4830	스즈키 유우토 지음	대원씨아이(만화)	20240930	6,000	5,400	300점	12160	만화
238	국내도서	일이어도, 일이 아니어도	345728977	9.79E+12	3830	요시나가 후미 지음, 김솜이 옮김, 야마모토 후미코 인터뷰이	문학동네	20240830	18,000	16,200	900점	7275	에세이
239	국내도서	주술회전 26 쿼드러플 특장판	341524439	9.79E+12		아쿠타미 게게 지음, 이정운 옮김	서울미디어코믹스(서울문화사)	20240625	6,000	5,400	300점	50145	만화
240	국내도서	이방인	212246612	9.79E+12		알베르 카뮈 지음, 김화영 옮김	민음사	20190902	10,000	9,000	500점	58420	소설/시/희곡
241	국내도서	퓨처 셀프	323548193	9.79E+12	3320	벤저민 하디 지음, 최은아 옮김	상상스퀘어	20230830	19,800	17,820	990점	145953	자기계발
242	국내도서	한 권으로 끝내는 해커스 토익 700+ (LC+RC+VOCA)	285716191	9.79E+12	13740	해커스어학연구소 지음	해커스어학연구소(Hackers)	20230807	19,800	17,820	990점	39806	외국어
243	국내도서	사랑하라, 거짓된 천사들이여 3 (한정판)	348213164	9.79E+12	44830	Coco Uzuki 지음, 정효진 옮김	서울미디어코믹스(서울문화사)	20240927	33,000	29,700	1,650점	9690	만화
244	국내도서	여전히 나는	346108098	9.79E+12	7650	다비드 칼리 지음, 모니카 바렌고 그림, 정림(정한샘).하나 옮김	오후의소묘	20240905	18,000	16,200	900점	6295	예술/대중문화
245	국내도서	더 쇼	345964862	9.79E+12	3320	탁현민 지음	메디치미디어	20240903	21,000	18,900	1,050점	5050	자기계발
246	국내도서	찌그러져도 동그라미입니다	336001556	9.79E+12	3810	김창완 지음	웅진지식하우스	20240328	17,800	16,020	890점	48870	에세이
247	국내도서	2025 해커스경찰 갓대환 형사법 기출총정리 세트 (경찰공무원) - 전3권	345846718	9.79E+12	14360	김대환 지음	해커스경찰	20240902	91,000	81,900	4,550점	6990	수험서/자격증
248	국내도서	현명한 이타주의자	345741125	9.79E+12	3190	슈테판 클라인 지음, 장혜경 옮김	페이지2(page2)	20240916	19,800	17,820	990점	8580	자기계발
249	국내도서	나의 작가주의 : 왕빙, 영화가 여기에 있다	345959050	9.79E+12	3680	정성일 지음	마음산책	20240925	22,000	19,800	1,100점	4505	예술/대중문화
250	국내도서	수학이 생명의 언어라면	345548333	9.79E+12	3410	김재경 지음	동아시아	20240905	18,000	16,200	900점	12590	과학
251	국내도서	경제학 천재들의 자본주의 워크숍	345276785	9.79E+12	3300	울리케 헤르만 지음, 박종대 옮김	갈라파고스	20240819	22,000	19,800	1,100점	5745	사회과학
252	국내도서	스스로 해내는 아이의 비밀	340559816	9.79E+12	13590	김보경 지음	제이포럼	20240620	18,500	16,650	920점	18270	좋은부모
253	국내도서	우리 아기 오감발달 소곤소곤 한밤중 사운드북	120354671	8.81E+12	1	샘 태플린 지음, 페데리카 아이오사 그림	어스본코리아	20171024	18,000	14,400	540점	6836	유아
254	국내도서	악마에 입문했습니다! 이루마 군 : if Episode of 마피아 1	347631706	9.79E+12	47830	니시 오사무 지음, 이승원 옮김	서울미디어코믹스(서울문화사)	20240920	6,500	5,850	320점	6675	만화
255	국내도서	참 좋았더라	346111443	9.79E+12	3810	김탁환 지음	남해의봄날	20240916	19,500	17,550	970점	5835	소설/시/희곡
256	국내도서	히브리어의 시간	343851340	9.79E+12	3230	송민원 지음	복있는사람	20240726	14,000	12,600	700점	11471	종교/역학
257	국내도서	보물 수집	345568653	9.79E+12	77860	빅투아르 드 샹기 지음, 파니 드레예 그림, 박재연 옮김	노는날	20240926	28,000	25,200	1,400점	6585	유아
258	국내도서	우리 아기 오감발달 동물 오케스트라의 차이콥스키 사운드북	318635730	8.81E+12	1	샘 태플린 지음, 애그 자트코우스카 그림, 송지혜 옮김	어스본코리아	20230613	19,000	15,200	570점	4386	유아
259	국내도서	내가 네번째로 사랑하는 계절	344037626	9.79E+12	3810	한정원 지음	난다	20240815	15,000	13,500	750점	14648	에세이
260	국내도서	율의 시선 (반양장)	338588321	9.79E+12	43810	김민서 지음	창비	20240426	13,000	11,700	650점	29826	청소년
261	국내도서	이은경쌤의 중등어휘일력 365 (스프링)	343324580	9.79E+12	10590	이은경 지음, 배혜림 감수	포레스트북스	20240729	22,000	19,800	1,100점	16957	좋은부모
262	국내도서	타키 포오의 이세계 여행사 7	346480957	9.79E+12	77810	송도수 지음, 이지운 그림, 캐릭온TV 원작	대원키즈	20240912	14,500	13,050	720점	5445	어린이
263	국내도서	털실타래 Vol.9 (2024년 가을호)	346908238	9.79E+12	13590	일본보그사 지음, 강수현 외 옮김	한즈미디어(한스미디어)	20240930	24,000	21,600	1,200점	9755	건강/취미
264	국내도서	초승달 엔딩 클럽	345780043	9.79E+12	43810	조예은 지음	위즈덤하우스	20240830	12,000	10,800	600점	4930	청소년
265	국내도서	파과 (리커버)	337280601	9.79E+12	3810	구병모 지음	위즈덤하우스	20180416	15,800	14,220	790점	39188	소설/시/희곡
266	국내도서	우리 아기 오감발달 신비한 야생동물 사운드북	280102805	8.81E+12	1	샘 태플린 지음, 페데리카 아이오사 그림	어스본코리아	20210927	18,000	14,400	540점	5385	유아
267	국내도서	헨리에타, 우리 집을 부탁해요!	346168926	9.79E+12	77840	조지 멘도자 지음, 도리스 수전 스미스 그림, 김지은 옮김	위즈덤하우스	20240909	17,000	15,300	850점	4330	유아
268	국내도서	이 지랄맞음이 쌓여 축제가 되겠지	336962528	9.79E+12	3810	조승리 지음	달	20240329	16,800	15,120	840점	27137	에세이
269	국내도서	어린이가 알아야 할 오케스트라 사운드북	167183757	8.81E+12	1	샘 태플린 지음, 션 롱크로프트 그림	어스본코리아	20180905	19,000	15,200	570점	7983	유아
270	국내도서	행운이 구르는 속도	346462909	9.79E+12	74810	김성운 지음, 김성라 그림	사계절	20240910	13,000	11,700	650점	9430	어린이
271	국내도서	타키 포오의 코믹 어드벤처 6	344996137	9.79E+12	77810	김규태 그림, 안도감 글, 캐릭온TV 원작	대원키즈	20240815	14,500	13,050	720점	8920	어린이
272	국내도서	후지모토 타츠키 단편집 22-26	309270127	9.79E+12		후지모토 타츠키 지음	학산문화사(만화)	20230119	6,000	5,400	300점	9739	만화
273	국내도서	맨큐의 경제학	262385997	9.79E+12	93320	그레고리 맨큐 지음, 김경환 & 김종석 옮김	Cengage Learning	20210226	47,000	46,530	940점	15502	대학교재/전문서적
274	국내도서	숨겨진 건 죽음	345729017	9.79E+12	3840	앤서니 호로위츠 지음, 이은선 옮김	열린책들	20240830	16,800	15,120	840점	5460	소설/시/희곡
275	국내도서	내가 한 말을 내가 오해하지 않기로 함	330384053	9.79E+12	3810	문상훈 지음	위너스북	20240105	19,800	17,820	990점	65009	에세이
276	국내도서	일본어 상용한자 무작정 따라하기 1	309637967	9.79E+12	3730	권경배 지음	길벗이지톡	20230130	26,000	23,400	1,300점	31990	외국어
277	국내도서	삼체 1~3 세트 - 전3권	243943792	9.79E+12	4820	류츠신 지음, 이현아 외 옮김	자음과모음	20200706	67,000	60,300	3,350점	37932	소설/시/희곡
278	국내도서	반딧불이의 혼례 3 (한정판)	345740593	9.79E+12	44830	타치바나 오레코 지음, 유유리 옮김	서울미디어코믹스(서울문화사)	20240826	22,000	19,800	1,100점	6020	만화
279	국내도서	사바삼사라 서 세트 - 전2권	344689647	9.79E+12	4810	J. 김보영 지음	디플롯	20240924	44,000	39,600	2,200점	17635	소설/시/희곡
280	국내도서	유하다요 JLPT N3 한 권 스피드 합격	337012678	9.79E+12	3730	유하다요컨텐츠개발팀 지음	유하다요	20240415	26,800	24,120	1,340점	13526	외국어
281	국내도서	제임스 앨런 원인과 결과의 법칙	345588057	9.79E+12	3320	제임스 앨런 지음, 박선영 옮김	21세기북스	20240828	19,800	17,820	990점	6760	자기계발
282	국내도서	생의 이면	345549810	9.79E+12	3810	이승우 지음	문학동네	20240906	18,500	16,650	920점	7545	소설/시/희곡
283	국내도서	2025 신경향 이동기 공무원 VOCA	339366079	9.79E+12	13740	이동기 지음	지금(도서출판)	20240527	24,000	21,600	1,200점	19467	수험서/자격증
284	국내도서	삐뽀삐뽀 119 소아과 (개정13판)	87637759	9.79E+12	3510	하정훈 지음	유니책방	20240105	29,800	26,820	1,490점	99722	좋은부모
285	국내도서	카구라바치 1	345263957	9.79E+12	7830	호카조노 타케루 지음	대원씨아이(만화)	20240829	6,500	5,850	320점	10850	만화
286	국내도서	원씽 The One Thing (60만 부 기념 스페셜 에디션)	331475851	9.79E+12	13190	게리 켈러 & 제이 파파산 지음, 구세희 옮김	비즈니스북스	20130830	16,800	15,120	840점	79586	자기계발
287	국내도서	성취하는 뇌	253583977	9.79E+12	3190	마르틴 코르테 지음, 손희주 옮김	블랙피쉬	20201014	5,000	4,500	250점	16161	자기계발
288	국내도서	인어 사냥	302751355	9.79E+12	4810	차인표 지음	해결책	20221014	15,000	13,500	750점	7343	소설/시/희곡
289	국내도서	지구본 수업 1	345871149	9.79E+12	4300	박정주.황동하.김재인 지음	그림씨	20240910	19,500	17,550	970점	10195	사회과학
290	국내도서	달님 송편	343307388	9.79E+12	74810	안영은 지음, 서영 그림	키즈엠	20240913	16,000	14,400	800점	6165	유아
291	국내도서	느리게 나이 드는 습관	329417970	9.79E+12	3510	정희원 지음	한빛라이프	20231211	18,000	16,200	900점	52570	건강/취미
292	국내도서	1984 (오리지널 초판본 표지 디자인)	245553124	9.79E+12	3840	조지 오웰 지음, 박유진 옮김, 박경서	코너스톤	20200630	4,400	3,960	220점	30278	소설/시/희곡
293	국내도서	카스트라토 : 거세당한 자	346109782	9.79E+12	3810	표창원 지음	&(앤드)	20240915	18,000	16,200	900점	6475	소설/시/희곡
294	국내도서	이은경쌤의 초등어휘일력 365 (스프링)	303291088	9.79E+12	12590	이은경 지음	포레스트북스	20221028	18,800	16,920	940점	40487	좋은부모
295	국내도서	보도 섀퍼의 돈	410811	9.79E+12	3320	보도 섀퍼 지음, 이병서 옮김	에포케	20110517	16,700	15,030	830점	51966	경제경영
296	국내도서	쉽게 배우는 인체 드로잉	251740052	9.79E+12	13650	앤드류 루미스 지음, 유한이 옮김	디자인이음	20200916	7,000	6,300	350점	13265	예술/대중문화
297	국내도서	2025 이동기 영어 실전 어휘 & 생활영어 200제	346226396	9.79E+12	13740	(주)이앤미래(대표 이동기) 지음	에스티유니타스	20240911	18,000	16,200	180점	10200	수험서/자격증
298	국내도서	1984	418906	9.79E+12	4840	조지 오웰 지음, 정회성 옮김	민음사	20030616	11,000	9,900	550점	66658	소설/시/희곡
299	국내도서	플래닛 아쿠아	345939747	9.79E+12	3300	제러미 리프킨 지음, 안진환 옮김	민음사	20240903	28,000	25,200	1,400점	4950	사회과학
300	국내도서	대화의 힘	341735122	9.79E+12	3320	찰스 두히그 지음, 조은영 옮김	갤리온	20240625	19,000	17,100	950점	22076	자기계발
301	국내도서	2025 이동기 영어 하루 프로젝트 : 프로젝트 1. Foundation 문법강화	345397339	9.79E+12	13740	이동기 지음	에스티유니타스	20240903	21,000	18,900	210점	6945	수험서/자격증
302	국내도서	니체의 자존감 수업	343177556	9.79E+12	3100	사이토 다카시 지음, 황미숙 옮김	현대지성	20240724	17,500	15,750	870점	23650	인문학
303	국내도서	여자 둘이 살고 있습니다	344766467	9.79E+12	3810	김하나.황선우 지음	이야기장수	20240826	18,500	16,650	920점	9300	에세이
304	국내도서	글쓰기의 감각	344032342	9.79E+12	3400	스티븐 핑커 지음, 김명남 옮김	사이언스북스	20240630	30,000	27,000	1,500점	10266	인문학
305	국내도서	사라진 서점	343588382	9.79E+12	3840	이비 우즈 지음, 이영아 옮김	인플루엔셜(주)	20240730	18,500	16,650	920점	10326	소설/시/희곡
306	국내도서	호감의 시작 (트윙클 에디션)	342932323	9.79E+12	3190	희렌최 지음	북로망스	20240723	18,500	16,650	920점	13687	자기계발
307	국내도서	독끝 NCS 기본서 : 독학으로 끝내는 공기업 NCS 통합기본서 (PSAT형+모듈형+피듈형) - 전2권	341684296	9.79E+12	13320	길잡이연구소.애드투북스 지음	애드투북스	20240701	27,000	24,300	1,350점	12207	수험서/자격증
308	국내도서	여름을 한 입 베어 물었더니	322940527	9.79E+12	3810	이꽃님 지음	문학동네	20230818	12,500	11,250	620점	46293	청소년
309	국내도서	후지모토 타츠키 단편집 17-21	309270072	9.79E+12		후지모토 타츠키 지음	학산문화사(만화)	20230120	6,000	5,400	300점	9013	만화
310	국내도서	사랑하라, 거짓된 천사들이여 3	348213500	9.79E+12	47830	Coco Uzuki 지음, 정효진 옮김	서울미디어코믹스(서울문화사)	20240927	6,000	5,400	300점	9390	만화
311	국내도서	악마에 입문했습니다! 이루마 군 29	346351213	9.79E+12	47830	니시 오사무 지음, 이승원 옮김	서울미디어코믹스(서울문화사)	20240906	6,500	5,850	320점	3310	만화
312	국내도서	우리 아기 오감발달 신나는 영어 동요 사운드북	344816590	8.81E+12	1	시리올 데이비스 노래, 로라 조르지 그림	어스본코리아	20240816	19,800	15,840	590점	2910	유아
313	국내도서	네이티브처럼 듣고 말하는 영어 구동사 수업	344689610	9.79E+12	13740	조찬.Kayla Mundstock 지음	동양북스(동양문고)	20240823	19,800	17,820	990점	11340	외국어
314	국내도서	아이가 없는 집	341175977	9.79E+12	3850	알렉스 안도릴 지음, 유혜인 옮김	필름(Feelm)	20240612	18,000	16,200	900점	21709	소설/시/희곡
315	국내도서	박태웅의 AI 강의 2025	346891281	9.79E+12	3300	박태웅 지음	한빛비즈	20240930	18,800	16,920	940점	74615	경제경영
316	국내도서	마음먹은 고양이	343116870	9.79E+12	77810	강경호 지음, 다나 그림	나무말미	20240808	15,000	13,500	750점	8605	유아
317	국내도서	악마에 입문했습니다! 이루마 군 30	346351434	9.79E+12	47830	니시 오사무 지음, 이승원 옮김	서울미디어코믹스(서울문화사)	20240906	6,500	5,850	320점	3115	만화
318	국내도서	타키 포오 얼렁뚱땅 상식스쿨 4	345460989	9.79E+12	77810	조수현 그림, 김언정 글, 정효해 감수, 캐릭온TV 원작	대원키즈	20240820	14,000	12,600	700점	6705	어린이
319	국내도서	무정형의 삶 (양장)	342782409	9.79E+12	3810	김민철 지음	위즈덤하우스	20240710	20,000	18,000	1,000점	21252	에세이
320	국내도서	2024 시대에듀 위생사 한권으로 끝내기	335799553	9.79E+12	13590	국민건강교육회 지음	시대에듀	20240415	41,000	36,900	2,050점	6329	수험서/자격증
321	국내도서	현대 이상심리학	325396316	9.79E+12	93180	권석만 지음	학지사	20230630	32,000	31,680	640점	7744	대학교재/전문서적
322	국내도서	백년 허리 2 : 치료편	271247686	9.79E+12	3510	정선근 지음	언탱글링	20210513	18,500	16,650	920점	44516	건강/취미
323	국내도서	기묘한 밤	345729560	9.79E+12	3900	기묘한 밤 지음	교보문고(단행본)	20240902	17,800	16,020	890점	5780	역사
324	국내도서	2025 선재국어 수비니겨 기본서 - 전2권	342603166	9.79E+12	13710	이선재 지음	에스티유니타스	20240715	32,000	28,800	320점	14194	수험서/자격증
